ID,国語,判定
20041334,46, 
20041335,64, 
20041336,16, 
20041337,66, 
20041338,87, 
20041339,48, 
20041340,36, 
20041341,29, 
20041342,21, 
20041343,36, 
20041344,85, 
20041345,34, 
20041346,12, 
20041347,32, 
20041348,67, 
20041349,52, 
20041350,42, 
20041351,75, 
20041352,86, 
20041353,20, 
20041354,78, 
20041355,31, 
20041356,31, 
20041357,67, 
20041358,85, 
20041359,74, 
20041360,15, 
20041361,48, 
20041362,82, 
20041363,95, 
20041364,74, 
20041365,2, 
20041366,33, 
20041367,12, 
20041368,7, 
20041369,60, 
20041370,53, 
20041371,55, 
20041372,68, 
20041373,83, 
20041374,74, 
20041375,81, 
20041376,67, 
20041377,71, 
20041378,48, 
20041379,74, 
20041380,25, 
20041381,12, 
20041382,47, 
20041383,4, 
20041384,73, 
20041385,72, 
20041386,60, 
20041387,1, 
20041388,65, 
20041389,92, 
20041390,99, 
20041391,27, 
20041392,64, 
20041393,70, 
20041394,69, 
20041395,32, 
20041396,85, 
20041397,50, 
20041398,59, 
20041399,88, 
20041400,6, 
20041401,44, 
20041402,46, 
20041403,88, 
20041404,56, 
20041405,35, 
20041406,18, 
20041407,93, 
20041408,47, 
20041409,71, 
20041410,92, 
20041411,80, 
20041412,33, 
20041413,48, 
20041414,62, 
20041415,68, 
20041416,57, 
20041417,59, 
20041418,73, 
20041419,43, 
20041420,90, 
20041421,81, 
20041422,77, 
20041423,95, 
20041424,30, 
20041425,5, 
20041426,38, 
20041427,11, 
20041428,38, 
20041429,24, 
20041430,1, 
20041431,43, 
20041432,61, 
20041433,41, 
20041434,75, 
20041435,35, 
20041436,64, 
20041437,92, 
20041438,29, 
20041439,46, 
20041440,17, 
20041441,27, 
20041442,73, 
20041443,94, 
20041444,54, 
20041445,22, 
20041446,80, 
20041447,49, 
20041448,47, 
20041449,24, 
20041450,14, 
20041451,47, 
20041452,49, 
20041453,38, 
20041454,4, 
20041455,43, 
20041456,65, 
20041457,22, 
20041458,1, 
20041459,20, 
20041460,62, 
20041461,87, 
20041462,9, 
20041463,92, 
20041464,23, 
20041465,30, 
20041466,91, 
20041467,83, 
20041468,85, 
20041469,59, 
20041470,92, 
20041471,90, 
20041472,23, 
20041473,39, 
20041474,48, 
20041475,16, 
20041476,47, 
20041477,51, 
20041478,42, 
20041479,68, 
20041480,64, 
20041481,84, 
20041482,95, 
20041483,98, 
20041484,67, 
20041485,45, 
20041486,12, 
20041487,10, 
20041488,16, 
20041489,9, 
20041490,65, 
20041491,60, 
20041492,26, 
20041493,9, 
20041494,82, 
20041495,3, 
20041496,97, 
20041497,87, 
20041498,43, 
20041499,40, 
20041500,19, 
20041501,52, 
20041502,88, 
20041503,36, 
20041504,6, 
20041505,37, 
20041506,49, 
20041507,14, 
20041508,80, 
20041509,81, 
20041510,59, 
20041511,12, 
20041512,37, 
20041513,80, 
20041514,32, 
20041515,40, 
20041516,10, 
20041517,74, 
20041518,32, 
20041519,71, 
20041520,11, 
20041521,36, 
20041522,44, 
20041523,2, 
20041524,32, 
20041525,43, 
20041526,56, 
20041527,23, 
20041528,16, 
20041529,4, 
20041530,87, 
20041531,59, 
20041532,12, 
20041533,39, 
20041534,0, 
20041535,11, 
20041536,26, 
20041537,67, 
20041538,59, 
20041539,75, 
20041540,0, 
20041541,24, 
20041542,84, 
20041543,14, 
20041544,0, 
20041545,65, 
20041546,21, 
20041547,81, 
20041548,29, 
20041549,59, 
20041550,79, 
20041551,23, 
20041552,52, 
20041553,0, 
20041554,87, 
20041555,34, 
20041556,86, 
20041557,72, 
20041558,57, 
20041559,72, 
20041560,59, 
20041561,77, 
20041562,48, 
20041563,34, 
20041564,43, 
20041565,54, 
20041566,97, 
20041567,37, 
20041568,96, 
20041569,30, 
20041570,45, 
20041571,11, 
20041572,22, 
20041573,68, 
20041574,17, 
20041575,23, 
20041576,10, 
20041577,39, 
20041578,55, 
20041579,0, 
20041580,37, 
20041581,49, 
20041582,99, 
20041583,33, 
20041584,94, 
20041585,45, 
20041586,86, 
20041587,52, 
20041588,40, 
20041589,63, 
20041590,43, 
20041591,63, 
20041592,62, 
20041593,93, 
20041594,64, 
20041595,2, 
20041596,97, 
20041597,77, 
20041598,14, 
20041599,21, 
20041600,62, 
20041601,95, 
20041602,1, 
20041603,43, 
20041604,56, 
20041605,57, 
20041606,50, 
20041607,86, 
20041608,52, 
20041609,84, 
20041610,24, 
20041611,39, 
20041612,5, 
20041613,68, 
20041614,18, 
20041615,49, 
20041616,10, 
20041617,83, 
20041618,92, 
20041619,33, 
20041620,17, 
20041621,23, 
20041622,91, 
20041623,65, 
20041624,15, 
20041625,24, 
20041626,43, 
20041627,16, 
20041628,30, 
20041629,72, 
20041630,97, 
20041631,27, 
20041632,9, 
20041633,83, 
20041634,4, 
20041635,54, 
20041636,54, 
20041637,47, 
20041638,48, 
20041639,32, 
20041640,92, 
20041641,83, 
20041642,0, 
20041643,40, 
20041644,26, 
20041645,73, 
20041646,33, 
20041647,3, 
20041648,48, 
20041649,92, 
20041650,56, 
20041651,94, 
20041652,88, 
20041653,11, 
20041654,44, 
20041655,60, 
20041656,94, 
20041657,21, 
20041658,90, 
20041659,75, 
20041660,42, 
20041661,61, 
20041662,80, 
20041663,67, 
20041664,68, 
20041665,48, 
20041666,46, 
20041667,16, 
20041668,17, 
20041669,12, 
20041670,65, 
20041671,48, 
20041672,7, 
20041673,74, 
20041674,38, 
20041675,94, 
20041676,68, 
20041677,20, 
20041678,86, 
20041679,76, 
20041680,66, 
20041681,64, 
20041682,15, 
20041683,70, 
20041684,42, 
20041685,56, 
20041686,8, 
20041687,9, 
20041688,61, 
20041689,47, 
20041690,44, 
20041691,92, 
20041692,6, 
20041693,35, 
20041694,45, 
20041695,37, 
20041696,6, 
20041697,46, 
20041698,7, 
20041699,72, 
20041700,40, 
20041701,58, 
20041702,75, 
20041703,22, 
20041704,91, 
20041705,52, 
20041706,83, 
20041707,67, 
20041708,30, 
20041709,34, 
20041710,62, 
20041711,7, 
20041712,45, 
20041713,57, 
20041714,1, 
20041715,22, 
20041716,30, 
20041717,88, 
20041718,46, 
20041719,44, 
20041720,93, 
20041721,96, 
20041722,50, 
20041723,27, 
20041724,10, 
20041725,50, 
20041726,77, 
20041727,83, 
20041728,34, 
20041729,59, 
20041730,15, 
20041731,98, 
20041732,95, 
20041733,17, 
20041734,34, 
20041735,45, 
20041736,70, 
20041737,34, 
20041738,6, 
20041739,2, 
20041740,67, 
20041741,68, 
20041742,31, 
20041743,0, 
20041744,22, 
20041745,27, 
20041746,90, 
20041747,36, 
20041748,54, 
20041749,53, 
20041750,37, 
20041751,87, 
20041752,58, 
20041753,0, 
20041754,58, 
20041755,84, 
20041756,40, 
20041757,45, 
20041758,43, 
20041759,67, 
20041760,75, 
20041761,84, 
20041762,35, 
20041763,70, 
20041764,80, 
20041765,97, 
20041766,52, 
20041767,78, 
20041768,28, 
20041769,43, 
20041770,47, 
20041771,18, 
20041772,93, 
20041773,31, 
20041774,45, 
20041775,82, 
20041776,34, 
20041777,6, 
20041778,13, 
20041779,3, 
20041780,77, 
20041781,55, 
20041782,86, 
20041783,41, 
20041784,10, 
20041785,69, 
20041786,74, 
20041787,1, 
20041788,60, 
20041789,63, 
20041790,9, 
20041791,60, 
20041792,12, 
20041793,13, 
20041794,37, 
20041795,28, 
20041796,73, 
20041797,32, 
20041798,94, 
20041799,67, 
20041800,19, 
20041801,48, 
20041802,66, 
20041803,66, 
20041804,64, 
20041805,41, 
20041806,14, 
20041807,44, 
20041808,51, 
20041809,97, 
20041810,90, 
20041811,92, 
20041812,3, 
20041813,97, 
20041814,60, 
20041815,9, 
20041816,2, 
20041817,99, 
20041818,23, 
20041819,57, 
20041820,5, 
20041821,72, 
20041822,43, 
20041823,2, 
20041824,33, 
20041825,35, 
20041826,9, 
20041827,9, 
20041828,84, 
20041829,14, 
20041830,81, 
20041831,26, 
20041832,65, 
20041833,96, 
20041834,21, 
20041835,50, 
20041836,42, 
20041837,62, 
20041838,11, 
20041839,88, 
20041840,37, 
20041841,36, 
20041842,72, 
20041843,25, 
20041844,18, 
20041845,89, 
20041846,21, 
20041847,60, 
20041848,69, 
20041849,96, 
20041850,4, 
20041851,54, 
20041852,95, 
20041853,92, 
20041854,98, 
20041855,69, 
20041856,26, 
20041857,63, 
20041858,70, 
20041859,93, 
20041860,14, 
20041861,50, 
20041862,36, 
20041863,90, 
20041864,58, 
20041865,38, 
20041866,68, 
20041867,87, 
20041868,48, 
20041869,11, 
20041870,16, 
20041871,42, 
20041872,14, 
20041873,69, 
20041874,14, 
20041875,47, 
20041876,32, 
20041877,27, 
20041878,28, 
20041879,77, 
20041880,77, 
20041881,35, 
20041882,20, 
20041883,14, 
20041884,82, 
20041885,62, 
20041886,15, 
20041887,16, 
20041888,18, 
20041889,55, 
20041890,57, 
20041891,30, 
20041892,60, 
20041893,85, 
20041894,55, 
20041895,51, 
20041896,6, 
20041897,0, 
20041898,23, 
20041899,30, 
20041900,66, 
20041901,72, 
20041902,64, 
20041903,96, 
20041904,90, 
20041905,58, 
20041906,78, 
20041907,98, 
20041908,89, 
20041909,74, 
20041910,18, 
20041911,55, 
20041912,56, 
20041913,8, 
20041914,95, 
20041915,36, 
20041916,51, 
20041917,59, 
20041918,57, 
20041919,29, 
20041920,86, 
20041921,77, 
20041922,6, 
20041923,48, 
20041924,63, 
20041925,30, 
20041926,9, 
20041927,99, 
20041928,86, 
20041929,25, 
20041930,49, 
20041931,18, 
20041932,38, 
20041933,82, 
20041934,65, 
20041935,45, 
20041936,87, 
20041937,83, 
20041938,85, 
20041939,34, 
20041940,34, 
20041941,97, 
20041942,84, 
20041943,61, 
20041944,78, 
20041945,15, 
20041946,47, 
20041947,64, 
20041948,79, 
20041949,16, 
20041950,11, 
20041951,60, 
20041952,6, 
20041953,59, 
20041954,39, 
20041955,2, 
20041956,11, 
20041957,51, 
20041958,5, 
20041959,50, 
20041960,24, 
20041961,7, 
20041962,85, 
20041963,62, 
20041964,10, 
20041965,60, 
20041966,45, 
20041967,46, 
20041968,33, 
20041969,82, 
20041970,15, 
20041971,63, 
20041972,96, 
20041973,21, 
20041974,3, 
20041975,27, 
20041976,37, 
20041977,35, 
20041978,16, 
20041979,14, 
20041980,72, 
20041981,76, 
20041982,3, 
20041983,50, 
20041984,29, 
20041985,4, 
20041986,87, 
20041987,55, 
20041988,33, 
20041989,59, 
20041990,45, 
20041991,50, 
20041992,61, 
20041993,39, 
20041994,99, 
20041995,47, 
20041996,81, 
20041997,5, 
20041998,38, 
20041999,96, 
20042000,95, 
20042001,22, 
20042002,78, 
20042003,17, 
20042004,61, 
20042005,34, 
20042006,89, 
20042007,62, 
20042008,47, 
20042009,32, 
20042010,64, 
20042011,63, 
20042012,28, 
20042013,82, 
20042014,32, 
20042015,48, 
20042016,64, 
20042017,18, 
20042018,65, 
20042019,57, 
20042020,95, 
20042021,96, 
20042022,99, 
20042023,89, 
20042024,29, 
20042025,5, 
20042026,32, 
20042027,77, 
20042028,3, 
20042029,41, 
20042030,92, 
20042031,42, 
20042032,94, 
20042033,18, 
20042034,42, 
20042035,80, 
20042036,41, 
20042037,36, 
20042038,6, 
20042039,34, 
20042040,14, 
20042041,62, 
20042042,27, 
20042043,61, 
20042044,35, 
20042045,55, 
20042046,75, 
20042047,88, 
20042048,47, 
20042049,39, 
20042050,1, 
20042051,21, 
20042052,19, 
20042053,11, 
20042054,20, 
20042055,80, 
20042056,39, 
20042057,31, 
20042058,19, 
20042059,52, 
20042060,68, 
20042061,83, 
20042062,78, 
20042063,46, 
20042064,75, 
20042065,11, 
20042066,27, 
20042067,27, 
20042068,22, 
20042069,23, 
20042070,41, 
20042071,31, 
20042072,32, 
20042073,83, 
20042074,68, 
20042075,66, 
20042076,59, 
20042077,36, 
20042078,43, 
20042079,28, 
20042080,59, 
20042081,47, 
20042082,7, 
20042083,95, 
20042084,8, 
20042085,92, 
20042086,41, 
20042087,57, 
20042088,3, 
20042089,24, 
20042090,57, 
20042091,22, 
20042092,66, 
20042093,21, 
20042094,4, 
20042095,64, 
20042096,51, 
20042097,40, 
20042098,74, 
20042099,73, 
20042100,44, 
20042101,90, 
20042102,3, 
20042103,2, 
20042104,9, 
20042105,56, 
20042106,97, 
20042107,73, 
20042108,85, 
20042109,39, 
20042110,18, 
20042111,34, 
20042112,63, 
20042113,46, 
20042114,70, 
20042115,83, 
20042116,22, 
20042117,2, 
20042118,8, 
20042119,56, 
20042120,71, 
20042121,66, 
20042122,74, 
20042123,44, 
20042124,32, 
20042125,9, 
20042126,45, 
20042127,5, 
20042128,41, 
20042129,61, 
20042130,43, 
20042131,50, 
20042132,2, 
20042133,37, 
20042134,62, 
20042135,6, 
20042136,19, 
20042137,85, 
20042138,77, 
20042139,52, 
20042140,13, 
20042141,70, 
20042142,38, 
20042143,11, 
20042144,86, 
20042145,89, 
20042146,61, 
20042147,1, 
20042148,62, 
20042149,35, 
20042150,29, 
20042151,24, 
20042152,75, 
20042153,21, 
20042154,68, 
20042155,67, 
20042156,39, 
20042157,50, 
20042158,16, 
20042159,81, 
20042160,47, 
20042161,8, 
20042162,8, 
20042163,73, 
20042164,35, 
20042165,15, 
20042166,98, 
20042167,62, 
20042168,28, 
20042169,42, 
20042170,57, 
20042171,76, 
20042172,38, 
20042173,0, 
20042174,12, 
20042175,80, 
20042176,96, 
20042177,39, 
20042178,41, 
20042179,41, 
20042180,26, 
20042181,9, 
20042182,91, 
20042183,81, 
20042184,18, 
20042185,64, 
20042186,1, 
20042187,59, 
20042188,26, 
20042189,62, 
20042190,89, 
20042191,10, 
20042192,33, 
20042193,48, 
20042194,91, 
20042195,9, 
20042196,79, 
20042197,56, 
20042198,28, 
20042199,36, 
20042200,90, 
20042201,91, 
20042202,27, 
20042203,2, 
20042204,61, 
20042205,74, 
20042206,4, 
20042207,51, 
20042208,17, 
20042209,43, 
20042210,54, 
20042211,45, 
20042212,6, 
20042213,66, 
20042214,1, 
20042215,65, 
20042216,29, 
20042217,18, 
20042218,1, 
20042219,43, 
20042220,80, 
20042221,31, 
20042222,97, 
20042223,69, 
20042224,69, 
20042225,44, 
20042226,49, 
20042227,59, 
20042228,71, 
20042229,78, 
20042230,77, 
20042231,33, 
20042232,88, 
20042233,41, 
20042234,72, 
20042235,6, 
20042236,42, 
20042237,53, 
20042238,72, 
20042239,46, 
20042240,33, 
20042241,28, 
20042242,97, 
20042243,97, 
20042244,75, 
20042245,80, 
20042246,36, 
20042247,92, 
20042248,97, 
20042249,55, 
20042250,64, 
20042251,98, 
20042252,95, 
20042253,32, 
20042254,95, 
20042255,23, 
20042256,63, 
20042257,37, 
20042258,13, 
20042259,20, 
20042260,48, 
20042261,97, 
20042262,98, 
20042263,30, 
20042264,85, 
20042265,59, 
20042266,26, 
20042267,72, 
20042268,88, 
20042269,99, 
20042270,34, 
20042271,34, 
20042272,87, 
20042273,30, 
20042274,52, 
20042275,36, 
20042276,92, 
20042277,92, 
20042278,55, 
20042279,38, 
20042280,39, 
20042281,24, 
20042282,7, 
20042283,7, 
20042284,71, 
20042285,39, 
20042286,6, 
20042287,88, 
20042288,93, 
20042289,49, 
20042290,6, 
20042291,17, 
20042292,40, 
20042293,28, 
20042294,99, 
20042295,60, 
20042296,50, 
20042297,68, 
20042298,21, 
20042299,64, 
20042300,34, 
20042301,3, 
20042302,52, 
20042303,94, 
20042304,1, 
20042305,10, 
20042306,98, 
20042307,26, 
20042308,75, 
20042309,11, 
20042310,89, 
20042311,59, 
20042312,70, 
20042313,47, 
20042314,91, 
20042315,68, 
20042316,17, 
20042317,73, 
20042318,72, 
20042319,84, 
20042320,44, 
20042321,31, 
20042322,32, 
20042323,12, 
20042324,74, 
20042325,28, 
20042326,44, 
20042327,98, 
20042328,73, 
20042329,31, 
20042330,70, 
20042331,68, 
20042332,50, 
20042333,95, 
20042334,30, 
20042335,63, 
20042336,77, 
20042337,95, 
20042338,83, 
20042339,19, 
20042340,86, 
20042341,7, 
20042342,51, 
20042343,83, 
20042344,17, 
20042345,11, 
20042346,95, 
20042347,62, 
20042348,57, 
20042349,53, 
20042350,57, 
20042351,67, 
20042352,44, 
20042353,22, 
20042354,91, 
20042355,46, 
20042356,1, 
20042357,13, 
20042358,42, 
20042359,56, 
20042360,19, 
20042361,25, 
20042362,57, 
20042363,2, 
20042364,37, 
20042365,44, 
20042366,98, 
20042367,17, 
20042368,38, 
20042369,74, 
20042370,22, 
20042371,68, 
20042372,92, 
20042373,5, 
20042374,61, 
20042375,61, 
20042376,65, 
20042377,27, 
20042378,67, 
20042379,19, 
20042380,24, 
20042381,11, 
20042382,26, 
20042383,67, 
20042384,51, 
20042385,44, 
20042386,14, 
20042387,22, 
20042388,51, 
20042389,57, 
20042390,12, 
20042391,20, 
20042392,15, 
20042393,64, 
20042394,19, 
20042395,40, 
20042396,33, 
20042397,40, 
20042398,26, 
20042399,31, 
20042400,18, 
20042401,57, 
20042402,5, 
20042403,71, 
20042404,47, 
20042405,74, 
20042406,74, 
20042407,77, 
20042408,54, 
20042409,92, 
20042410,71, 
20042411,41, 
20042412,97, 
20042413,1, 
20042414,95, 
20042415,38, 
20042416,61, 
20042417,34, 
20042418,22, 
20042419,14, 
20042420,72, 
20042421,97, 
20042422,46, 
20042423,10, 
20042424,59, 
20042425,12, 
20042426,97, 
20042427,86, 
20042428,0, 
20042429,75, 
20042430,99, 
20042431,41, 
20042432,18, 
20042433,71, 
20042434,67, 
20042435,19, 
20042436,88, 
20042437,33, 
20042438,51, 
20042439,79, 
20042440,44, 
20042441,89, 
20042442,41, 
20042443,50, 
20042444,38, 
20042445,42, 
20042446,18, 
20042447,23, 
20042448,15, 
20042449,71, 
20042450,98, 
20042451,98, 
20042452,82, 
20042453,74, 
20042454,46, 
20042455,97, 
20042456,34, 
20042457,85, 
20042458,87, 
20042459,27, 
20042460,45, 
20042461,0, 
20042462,37, 
20042463,55, 
20042464,15, 
20042465,78, 
20042466,73, 
20042467,96, 
20042468,67, 
20042469,50, 
20042470,91, 
20042471,93, 
20042472,70, 
20042473,25, 
20042474,30, 
20042475,95, 
20042476,29, 
20042477,5, 
20042478,32, 
20042479,27, 
20042480,96, 
20042481,49, 
20042482,43, 
20042483,59, 
20042484,66, 
20042485,35, 
20042486,14, 
20042487,48, 
20042488,7, 
20042489,75, 
20042490,38, 
20042491,26, 
20042492,56, 
20042493,37, 
20042494,6, 
20042495,29, 
20042496,19, 
20042497,48, 
20042498,98, 
20042499,10, 
20042500,15, 
20042501,42, 
20042502,76, 
20042503,31, 
20042504,88, 
20042505,13, 
20042506,81, 
20042507,52, 
20042508,48, 
20042509,70, 
20042510,60, 
20042511,55, 
20042512,52, 
20042513,13, 
20042514,14, 
20042515,0, 
20042516,58, 
20042517,59, 
20042518,71, 
20042519,65, 
20042520,10, 
20042521,9, 
20042522,86, 
20042523,67, 
20042524,43, 
20042525,47, 
20042526,38, 
20042527,98, 
20042528,85, 
20042529,18, 
20042530,30, 
20042531,20, 
20042532,73, 
20042533,91, 
20042534,17, 
20042535,86, 
20042536,39, 
20042537,76, 
20042538,24, 
20042539,18, 
20042540,23, 
20042541,75, 
20042542,99, 
20042543,28, 
20042544,76, 
20042545,71, 
20042546,0, 
20042547,25, 
20042548,80, 
20042549,45, 
20042550,51, 
20042551,0, 
20042552,59, 
20042553,81, 
20042554,24, 
20042555,84, 
20042556,88, 
20042557,90, 
20042558,11, 
20042559,91, 
20042560,79, 
20042561,32, 
20042562,64, 
20042563,25, 
20042564,22, 
20042565,19, 
20042566,64, 
20042567,18, 
20042568,53, 
20042569,68, 
20042570,69, 
20042571,16, 
20042572,69, 
20042573,73, 
20042574,10, 
20042575,81, 
20042576,18, 
20042577,75, 
20042578,27, 
20042579,84, 
20042580,13, 
20042581,75, 
20042582,73, 
20042583,9, 
20042584,62, 
20042585,46, 
20042586,25, 
20042587,31, 
20042588,57, 
20042589,23, 
20042590,99, 
20042591,51, 
20042592,81, 
20042593,35, 
20042594,54, 
20042595,91, 
20042596,80, 
20042597,22, 
20042598,57, 
20042599,55, 
20042600,15, 
20042601,39, 
20042602,78, 
20042603,36, 
20042604,48, 
20042605,29, 
20042606,20, 
20042607,55, 
20042608,1, 
20042609,68, 
20042610,64, 
20042611,53, 
20042612,3, 
20042613,9, 
20042614,12, 
20042615,86, 
20042616,70, 
20042617,37, 
20042618,41, 
20042619,94, 
20042620,81, 
20042621,54, 
20042622,79, 
20042623,64, 
20042624,58, 
20042625,70, 
20042626,65, 
20042627,53, 
20042628,55, 
20042629,95, 
20042630,26, 
20042631,10, 
20042632,56, 
20042633,47, 
20042634,66, 
20042635,36, 
20042636,15, 
20042637,17, 
20042638,70, 
20042639,83, 
20042640,23, 
20042641,51, 
20042642,94, 
20042643,18, 
20042644,60, 
20042645,14, 
20042646,67, 
20042647,7, 
20042648,18, 
20042649,57, 
20042650,20, 
20042651,26, 
20042652,84, 
20042653,19, 
20042654,87, 
20042655,61, 
20042656,80, 
20042657,52, 
20042658,68, 
20042659,46, 
20042660,26, 
20042661,56, 
20042662,90, 
20042663,57, 
20042664,99, 
20042665,79, 
20042666,14, 
20042667,94, 
20042668,54, 
20042669,51, 
20042670,34, 
20042671,83, 
20042672,3, 
20042673,58, 
20042674,79, 
20042675,14, 
20042676,38, 
20042677,67, 
20042678,30, 
20042679,47, 
20042680,26, 
20042681,23, 
20042682,87, 
20042683,65, 
20042684,29, 
20042685,5, 
20042686,91, 
20042687,83, 
20042688,20, 
20042689,11, 
20042690,21, 
20042691,23, 
20042692,42, 
20042693,55, 
20042694,96, 
20042695,31, 
20042696,50, 
20042697,97, 
20042698,35, 
20042699,20, 
20042700,75, 
20042701,74, 
20042702,29, 
20042703,46, 
20042704,89, 
20042705,98, 
20042706,6, 
20042707,17, 
20042708,10, 
20042709,4, 
20042710,62, 
20042711,22, 
20042712,52, 
20042713,24, 
20042714,3, 
20042715,53, 
20042716,16, 
20042717,5, 
20042718,48, 
20042719,27, 
20042720,55, 
20042721,41, 
20042722,85, 
20042723,83, 
20042724,43, 
20042725,22, 
20042726,39, 
20042727,36, 
20042728,43, 
20042729,22, 
20042730,56, 
20042731,56, 
20042732,74, 
20042733,57, 
20042734,47, 
20042735,92, 
20042736,39, 
20042737,9, 
20042738,53, 
20042739,85, 
20042740,15, 
20042741,40, 
20042742,19, 
20042743,39, 
20042744,34, 
20042745,53, 
20042746,92, 
20042747,40, 
20042748,28, 
20042749,88, 
20042750,5, 
20042751,73, 
20042752,4, 
20042753,29, 
20042754,97, 
20042755,75, 
20042756,77, 
20042757,4, 
20042758,39, 
20042759,66, 
20042760,71, 
20042761,20, 
20042762,11, 
20042763,9, 
20042764,8, 
20042765,16, 
20042766,84, 
20042767,11, 
20042768,38, 
20042769,51, 
20042770,86, 
20042771,61, 
20042772,89, 
20042773,92, 
20042774,94, 
20042775,75, 
20042776,89, 
20042777,34, 
20042778,83, 
20042779,20, 
20042780,18, 
20042781,37, 
20042782,58, 
20042783,14, 
20042784,18, 
20042785,21, 
20042786,90, 
20042787,7, 
20042788,72, 
20042789,15, 
20042790,59, 
20042791,3, 
20042792,32, 
20042793,20, 
20042794,87, 
20042795,2, 
20042796,0, 
20042797,87, 
20042798,95, 
20042799,75, 
20042800,26, 
20042801,20, 
20042802,63, 
20042803,45, 
20042804,35, 
20042805,43, 
20042806,49, 
20042807,58, 
20042808,69, 
20042809,10, 
20042810,56, 
20042811,26, 
20042812,84, 
20042813,27, 
20042814,57, 
20042815,6, 
20042816,29, 
20042817,8, 
20042818,8, 
20042819,58, 
20042820,16, 
20042821,52, 
20042822,24, 
20042823,77, 
20042824,67, 
20042825,97, 
20042826,68, 
20042827,66, 
20042828,13, 
20042829,18, 
20042830,20, 
20042831,86, 
20042832,44, 
20042833,80, 
20042834,91, 
20042835,29, 
20042836,69, 
20042837,84, 
20042838,76, 
20042839,54, 
20042840,61, 
20042841,39, 
20042842,70, 
20042843,78, 
20042844,50, 
20042845,89, 
20042846,70, 
20042847,97, 
20042848,86, 
20042849,36, 
20042850,63, 
20042851,40, 
20042852,70, 
20042853,52, 
20042854,53, 
20042855,8, 
20042856,59, 
20042857,89, 
20042858,70, 
20042859,10, 
20042860,35, 
20042861,53, 
20042862,41, 
20042863,44, 
20042864,54, 
20042865,33, 
20042866,95, 
20042867,61, 
20042868,88, 
20042869,62, 
20042870,12, 
20042871,0, 
20042872,29, 
20042873,97, 
20042874,9, 
20042875,37, 
20042876,18, 
20042877,86, 
20042878,27, 
20042879,4, 
20042880,11, 
20042881,2, 
20042882,75, 
20042883,86, 
20042884,59, 
20042885,92, 
20042886,44, 
20042887,22, 
20042888,71, 
20042889,45, 
20042890,83, 
20042891,40, 
20042892,44, 
20042893,63, 
20042894,14, 
20042895,70, 
20042896,20, 
20042897,86, 
20042898,81, 
20042899,37, 
20042900,91, 
20042901,91, 
20042902,73, 
20042903,84, 
20042904,84, 
20042905,61, 
20042906,88, 
20042907,26, 
20042908,92, 
20042909,24, 
20042910,13, 
20042911,87, 
20042912,55, 
20042913,27, 
20042914,11, 
20042915,52, 
20042916,37, 
20042917,98, 
20042918,42, 
20042919,21, 
20042920,13, 
20042921,54, 
20042922,39, 
20042923,88, 
20042924,86, 
20042925,45, 
20042926,47, 
20042927,53, 
20042928,85, 
20042929,99, 
20042930,18, 
20042931,32, 
20042932,72, 
20042933,50, 
20042934,41, 
20042935,95, 
20042936,13, 
20042937,47, 
20042938,21, 
20042939,72, 
20042940,1, 
20042941,21, 
20042942,65, 
20042943,31, 
20042944,11, 
20042945,67, 
20042946,10, 
20042947,54, 
20042948,69, 
20042949,34, 
20042950,8, 
20042951,5, 
20042952,19, 
20042953,39, 
20042954,14, 
20042955,45, 
20042956,45, 
20042957,0, 
20042958,37, 
20042959,49, 
20042960,65, 
20042961,47, 
20042962,72, 
20042963,73, 
20042964,19, 
20042965,69, 
20042966,54, 
20042967,38, 
20042968,63, 
20042969,49, 
20042970,1, 
20042971,17, 
20042972,72, 
20042973,67, 
20042974,4, 
20042975,28, 
20042976,63, 
20042977,62, 
20042978,39, 
20042979,28, 
20042980,98, 
20042981,74, 
20042982,5, 
20042983,32, 
20042984,81, 
20042985,70, 
20042986,43, 
20042987,29, 
20042988,62, 
20042989,74, 
20042990,61, 
20042991,90, 
20042992,78, 
20042993,11, 
20042994,76, 
20042995,66, 
20042996,99, 
20042997,28, 
20042998,62, 
20042999,3, 
20043000,19, 
20043001,10, 
20043002,98, 
20043003,97, 
20043004,56, 
20043005,71, 
20043006,47, 
20043007,0, 
20043008,1, 
20043009,8, 
20043010,73, 
20043011,41, 
20043012,26, 
20043013,49, 
20043014,94, 
20043015,70, 
20043016,3, 
20043017,91, 
20043018,60, 
20043019,72, 
20043020,34, 
20043021,93, 
20043022,10, 
20043023,71, 
20043024,69, 
20043025,15, 
20043026,8, 
20043027,82, 
20043028,23, 
20043029,21, 
20043030,12, 
20043031,9, 
20043032,91, 
20043033,12, 
20043034,92, 
20043035,98, 
20043036,46, 
20043037,59, 
20043038,17, 
20043039,90, 
20043040,98, 
20043041,45, 
20043042,4, 
20043043,98, 
20043044,25, 
20043045,65, 
20043046,88, 
20043047,47, 
20043048,54, 
20043049,94, 
20043050,30, 
20043051,11, 
20043052,1, 
20043053,78, 
20043054,38, 
20043055,14, 
20043056,53, 
20043057,12, 
20043058,22, 
20043059,64, 
20043060,26, 
20043061,16, 
20043062,88, 
20043063,19, 
20043064,73, 
20043065,43, 
20043066,55, 
20043067,54, 
20043068,25, 
20043069,32, 
20043070,36, 
20043071,76, 
20043072,37, 
20043073,85, 
20043074,17, 
20043075,70, 
20043076,51, 
20043077,87, 
20043078,10, 
20043079,22, 
20043080,7, 
20043081,53, 
