ID,数学,判定
20000475,18, 
20000476,64, 
20000477,47, 
20000478,97, 
20000479,13, 
20000480,2, 
20000481,17, 
20000482,60, 
20000483,64, 
20000484,5, 
20000485,27, 
20000486,36, 
20000487,56, 
20000488,18, 
20000489,93, 
20000490,32, 
20000491,67, 
20000492,5, 
20000493,24, 
20000494,74, 
20000495,39, 
20000496,3, 
20000497,36, 
20000498,57, 
20000499,98, 
20000500,40, 
20000501,54, 
20000502,69, 
20000503,63, 
20000504,99, 
20000505,58, 
20000506,43, 
20000507,96, 
20000508,11, 
20000509,13, 
20000510,39, 
20000511,80, 
20000512,66, 
20000513,28, 
20000514,44, 
20000515,43, 
20000516,56, 
20000517,53, 
20000518,3, 
20000519,36, 
20000520,2, 
20000521,10, 
20000522,34, 
20000523,92, 
20000524,53, 
20000525,1, 
20000526,3, 
20000527,85, 
20000528,8, 
20000529,48, 
20000530,12, 
20000531,89, 
20000532,59, 
20000533,74, 
20000534,52, 
20000535,31, 
20000536,15, 
20000537,62, 
20000538,2, 
20000539,36, 
20000540,26, 
20000541,62, 
20000542,35, 
20000543,18, 
20000544,78, 
20000545,38, 
20000546,23, 
20000547,81, 
20000548,33, 
20000549,41, 
20000550,15, 
20000551,11, 
20000552,18, 
20000553,76, 
20000554,78, 
20000555,79, 
20000556,4, 
20000557,68, 
20000558,22, 
20000559,15, 
20000560,51, 
20000561,22, 
20000562,29, 
20000563,38, 
20000564,4, 
20000565,87, 
20000566,77, 
20000567,94, 
20000568,85, 
20000569,10, 
20000570,10, 
20000571,90, 
20000572,20, 
20000573,99, 
20000574,76, 
20000575,12, 
20000576,42, 
20000577,86, 
20000578,68, 
20000579,88, 
20000580,88, 
20000581,90, 
20000582,42, 
20000583,42, 
20000584,96, 
20000585,47, 
20000586,20, 
20000587,12, 
20000588,58, 
20000589,32, 
20000590,64, 
20000591,79, 
20000592,74, 
20000593,94, 
20000594,66, 
20000595,7, 
20000596,18, 
20000597,40, 
20000598,60, 
20000599,20, 
20000600,81, 
20000601,82, 
20000602,35, 
20000603,26, 
20000604,51, 
20000605,86, 
20000606,74, 
20000607,99, 
20000608,33, 
20000609,94, 
20000610,31, 
20000611,98, 
20000612,97, 
20000613,20, 
20000614,66, 
20000615,24, 
20000616,92, 
20000617,97, 
20000618,9, 
20000619,24, 
20000620,67, 
20000621,18, 
20000622,81, 
20000623,7, 
20000624,80, 
20000625,37, 
20000626,76, 
20000627,94, 
20000628,7, 
20000629,8, 
20000630,77, 
20000631,63, 
20000632,24, 
20000633,81, 
20000634,80, 
20000635,80, 
20000636,76, 
20000637,37, 
20000638,27, 
20000639,49, 
20000640,68, 
20000641,20, 
20000642,79, 
20000643,32, 
20000644,16, 
20000645,89, 
20000646,67, 
20000647,33, 
20000648,24, 
20000649,0, 
20000650,46, 
20000651,91, 
20000652,88, 
20000653,22, 
20000654,43, 
20000655,28, 
20000656,26, 
20000657,57, 
20000658,46, 
20000659,27, 
20000660,6, 
20000661,45, 
20000662,19, 
20000663,32, 
20000664,18, 
20000665,15, 
20000666,86, 
20000667,1, 
20000668,68, 
20000669,4, 
20000670,81, 
20000671,83, 
20000672,79, 
20000673,29, 
20000674,93, 
20000675,39, 
20000676,94, 
20000677,1, 
20000678,13, 
20000679,14, 
20000680,24, 
20000681,78, 
20000682,82, 
20000683,79, 
20000684,72, 
20000685,69, 
20000686,98, 
20000687,61, 
20000688,7, 
20000689,46, 
20000690,68, 
20000691,97, 
20000692,71, 
20000693,56, 
20000694,6, 
20000695,31, 
20000696,76, 
20000697,68, 
20000698,96, 
20000699,50, 
20000700,9, 
20000701,29, 
20000702,76, 
20000703,27, 
20000704,57, 
20000705,46, 
20000706,85, 
20000707,31, 
20000708,0, 
20000709,87, 
20000710,99, 
20000711,1, 
20000712,84, 
20000713,39, 
20000714,39, 
20000715,19, 
20000716,40, 
20000717,1, 
20000718,6, 
20000719,61, 
20000720,12, 
20000721,95, 
20000722,76, 
20000723,23, 
20000724,77, 
20000725,35, 
20000726,67, 
20000727,6, 
20000728,32, 
20000729,59, 
20000730,45, 
20000731,79, 
20000732,27, 
20000733,11, 
20000734,86, 
20000735,48, 
20000736,3, 
20000737,80, 
20000738,4, 
20000739,48, 
20000740,88, 
20000741,61, 
20000742,19, 
20000743,33, 
20000744,47, 
20000745,25, 
20000746,39, 
20000747,76, 
20000748,87, 
20000749,97, 
20000750,16, 
20000751,87, 
20000752,91, 
20000753,11, 
20000754,80, 
20000755,14, 
20000756,77, 
20000757,4, 
20000758,67, 
20000759,23, 
20000760,70, 
20000761,77, 
20000762,15, 
20000763,32, 
20000764,83, 
20000765,86, 
20000766,45, 
20000767,43, 
20000768,8, 
20000769,57, 
20000770,46, 
20000771,94, 
20000772,38, 
20000773,94, 
20000774,69, 
20000775,9, 
20000776,88, 
20000777,91, 
20000778,45, 
20000779,14, 
20000780,25, 
20000781,0, 
20000782,39, 
20000783,69, 
20000784,57, 
20000785,76, 
20000786,8, 
20000787,65, 
20000788,70, 
20000789,56, 
20000790,2, 
20000791,34, 
20000792,48, 
20000793,93, 
20000794,91, 
20000795,2, 
20000796,6, 
20000797,39, 
20000798,17, 
20000799,4, 
20000800,36, 
20000801,67, 
20000802,49, 
20000803,99, 
20000804,93, 
20000805,15, 
20000806,2, 
20000807,66, 
20000808,95, 
20000809,41, 
20000810,28, 
20000811,63, 
20000812,98, 
20000813,58, 
20000814,53, 
20000815,60, 
20000816,59, 
20000817,78, 
20000818,79, 
20000819,37, 
20000820,44, 
20000821,47, 
20000822,87, 
20000823,44, 
20000824,8, 
20000825,40, 
20000826,58, 
20000827,85, 
20000828,47, 
20000829,23, 
20000830,83, 
20000831,50, 
20000832,98, 
20000833,88, 
20000834,45, 
20000835,93, 
20000836,37, 
20000837,91, 
20000838,6, 
20000839,16, 
20000840,18, 
20000841,80, 
20000842,70, 
20000843,7, 
20000844,40, 
20000845,53, 
20000846,3, 
20000847,25, 
20000848,66, 
20000849,25, 
20000850,58, 
20000851,80, 
20000852,95, 
20000853,86, 
20000854,15, 
20000855,56, 
20000856,71, 
20000857,36, 
20000858,45, 
20000859,29, 
20000860,34, 
20000861,37, 
20000862,59, 
20000863,73, 
20000864,47, 
20000865,51, 
20000866,66, 
20000867,79, 
20000868,16, 
20000869,82, 
20000870,80, 
20000871,71, 
20000872,59, 
20000873,4, 
20000874,82, 
20000875,84, 
20000876,59, 
20000877,94, 
20000878,7, 
20000879,21, 
20000880,13, 
20000881,39, 
20000882,20, 
20000883,87, 
20000884,90, 
20000885,10, 
20000886,27, 
20000887,25, 
20000888,44, 
20000889,9, 
20000890,61, 
20000891,88, 
20000892,59, 
20000893,7, 
20000894,4, 
20000895,19, 
20000896,30, 
20000897,70, 
20000898,56, 
20000899,75, 
20000900,37, 
20000901,8, 
20000902,86, 
20000903,12, 
20000904,15, 
20000905,28, 
20000906,39, 
20000907,6, 
20000908,92, 
20000909,66, 
20000910,20, 
20000911,94, 
20000912,0, 
20000913,96, 
20000914,90, 
20000915,84, 
20000916,72, 
20000917,39, 
20000918,98, 
20000919,57, 
20000920,11, 
20000921,35, 
20000922,47, 
20000923,80, 
20000924,1, 
20000925,65, 
20000926,92, 
20000927,87, 
20000928,67, 
20000929,35, 
20000930,73, 
20000931,59, 
20000932,75, 
20000933,95, 
20000934,16, 
20000935,85, 
20000936,40, 
20000937,15, 
20000938,63, 
20000939,55, 
20000940,18, 
20000941,18, 
20000942,47, 
20000943,93, 
20000944,63, 
20000945,18, 
20000946,58, 
20000947,61, 
20000948,91, 
20000949,14, 
20000950,4, 
20000951,75, 
20000952,92, 
20000953,60, 
20000954,56, 
20000955,69, 
20000956,10, 
20000957,95, 
20000958,30, 
20000959,27, 
20000960,35, 
20000961,69, 
20000962,35, 
20000963,76, 
20000964,7, 
20000965,61, 
20000966,58, 
20000967,22, 
20000968,40, 
20000969,15, 
20000970,86, 
20000971,63, 
20000972,64, 
20000973,72, 
20000974,43, 
20000975,16, 
20000976,83, 
20000977,58, 
20000978,60, 
20000979,1, 
20000980,10, 
20000981,27, 
20000982,40, 
20000983,81, 
20000984,48, 
20000985,75, 
20000986,93, 
20000987,47, 
20000988,56, 
20000989,31, 
20000990,98, 
20000991,34, 
20000992,56, 
20000993,38, 
20000994,47, 
20000995,33, 
20000996,13, 
20000997,20, 
20000998,67, 
20000999,90, 
20001000,91, 
20001001,19, 
20001002,64, 
20001003,35, 
20001004,1, 
20001005,44, 
20001006,24, 
20001007,39, 
20001008,41, 
20001009,81, 
20001010,83, 
20001011,78, 
20001012,40, 
20001013,57, 
20001014,50, 
20001015,49, 
20001016,70, 
20001017,6, 
20001018,96, 
20001019,15, 
20001020,12, 
20001021,23, 
20001022,66, 
20001023,28, 
20001024,44, 
20001025,66, 
20001026,62, 
20001027,14, 
20001028,31, 
20001029,50, 
20001030,71, 
20001031,56, 
20001032,54, 
20001033,74, 
20001034,86, 
20001035,66, 
20001036,17, 
20001037,76, 
20001038,29, 
20001039,82, 
20001040,7, 
20001041,23, 
20001042,80, 
20001043,54, 
20001044,71, 
20001045,55, 
20001046,26, 
20001047,70, 
20001048,98, 
20001049,54, 
20001050,44, 
20001051,10, 
20001052,18, 
20001053,14, 
20001054,72, 
20001055,99, 
20001056,86, 
20001057,69, 
20001058,35, 
20001059,12, 
20001060,83, 
20001061,26, 
20001062,84, 
20001063,7, 
20001064,52, 
20001065,10, 
20001066,33, 
20001067,93, 
20001068,99, 
20001069,4, 
20001070,6, 
20001071,70, 
20001072,39, 
20001073,92, 
20001074,86, 
20001075,53, 
20001076,18, 
20001077,9, 
20001078,73, 
20001079,53, 
20001080,11, 
20001081,47, 
20001082,98, 
20001083,11, 
20001084,10, 
20001085,7, 
20001086,59, 
20001087,70, 
20001088,66, 
20001089,37, 
20001090,49, 
20001091,49, 
20001092,20, 
20001093,33, 
20001094,79, 
20001095,18, 
20001096,97, 
20001097,16, 
20001098,36, 
20001099,28, 
20001100,94, 
20001101,82, 
20001102,74, 
20001103,57, 
20001104,75, 
20001105,54, 
20001106,56, 
20001107,21, 
20001108,77, 
20001109,93, 
20001110,36, 
20001111,49, 
20001112,8, 
20001113,24, 
20001114,45, 
20001115,50, 
20001116,94, 
20001117,65, 
20001118,88, 
20001119,82, 
20001120,63, 
20001121,29, 
20001122,3, 
20001123,7, 
20001124,68, 
20001125,68, 
20001126,43, 
20001127,82, 
20001128,72, 
20001129,9, 
20001130,83, 
20001131,14, 
20001132,79, 
20001133,92, 
20001134,90, 
20001135,56, 
20001136,45, 
20001137,54, 
20001138,25, 
20001139,1, 
20001140,46, 
20001141,54, 
20001142,31, 
20001143,2, 
20001144,52, 
20001145,4, 
20001146,80, 
20001147,97, 
20001148,97, 
20001149,13, 
20001150,49, 
20001151,3, 
20001152,76, 
20001153,12, 
20001154,1, 
20001155,49, 
20001156,13, 
20001157,56, 
20001158,73, 
20001159,59, 
20001160,45, 
20001161,13, 
20001162,82, 
20001163,40, 
20001164,33, 
20001165,86, 
20001166,39, 
20001167,37, 
20001168,1, 
20001169,69, 
20001170,3, 
20001171,43, 
20001172,47, 
20001173,20, 
20001174,74, 
20001175,64, 
20001176,22, 
20001177,89, 
20001178,70, 
20001179,20, 
20001180,60, 
20001181,87, 
20001182,38, 
20001183,18, 
20001184,88, 
20001185,14, 
20001186,64, 
20001187,37, 
20001188,71, 
20001189,26, 
20001190,98, 
20001191,3, 
20001192,12, 
20001193,6, 
20001194,29, 
20001195,17, 
20001196,64, 
20001197,74, 
20001198,27, 
20001199,47, 
20001200,41, 
20001201,17, 
20001202,0, 
20001203,71, 
20001204,71, 
20001205,79, 
20001206,37, 
20001207,39, 
20001208,49, 
20001209,0, 
20001210,87, 
20001211,88, 
20001212,69, 
20001213,1, 
20001214,33, 
20001215,24, 
20001216,96, 
20001217,16, 
20001218,54, 
20001219,57, 
20001220,65, 
20001221,4, 
20001222,30, 
20001223,17, 
20001224,54, 
20001225,44, 
20001226,21, 
20001227,92, 
20001228,4, 
20001229,29, 
20001230,94, 
20001231,25, 
20001232,49, 
20001233,22, 
20001234,14, 
20001235,35, 
20001236,53, 
20001237,8, 
20001238,82, 
20001239,40, 
20001240,33, 
20001241,39, 
20001242,1, 
20001243,62, 
20001244,60, 
20001245,23, 
20001246,50, 
20001247,2, 
20001248,55, 
20001249,38, 
20001250,21, 
20001251,43, 
20001252,51, 
20001253,24, 
20001254,39, 
20001255,4, 
20001256,26, 
20001257,38, 
20001258,70, 
20001259,11, 
20001260,46, 
20001261,94, 
20001262,60, 
20001263,37, 
20001264,56, 
20001265,42, 
20001266,48, 
20001267,73, 
20001268,78, 
20001269,79, 
20001270,24, 
20001271,4, 
20001272,46, 
20001273,9, 
20001274,11, 
20001275,12, 
20001276,69, 
20001277,21, 
20001278,6, 
20001279,41, 
20001280,40, 
20001281,98, 
20001282,25, 
20001283,66, 
20001284,18, 
20001285,3, 
20001286,79, 
20001287,2, 
20001288,84, 
20001289,7, 
20001290,69, 
20001291,13, 
20001292,81, 
20001293,98, 
20001294,25, 
20001295,62, 
20001296,75, 
20001297,10, 
20001298,39, 
20001299,78, 
20001300,42, 
20001301,7, 
20001302,86, 
20001303,43, 
20001304,96, 
20001305,18, 
20001306,60, 
20001307,87, 
20001308,91, 
20001309,36, 
20001310,54, 
20001311,47, 
20001312,36, 
20001313,79, 
20001314,3, 
20001315,5, 
20001316,27, 
20001317,24, 
20001318,55, 
20001319,94, 
20001320,35, 
20001321,7, 
20001322,55, 
20001323,72, 
20001324,76, 
20001325,71, 
20001326,84, 
20001327,72, 
20001328,15, 
20001329,28, 
20001330,15, 
20001331,18, 
20001332,73, 
20001333,6, 
20001334,95, 
20001335,84, 
20001336,90, 
20001337,88, 
20001338,2, 
20001339,50, 
20001340,9, 
20001341,96, 
20001342,96, 
20001343,49, 
20001344,91, 
20001345,6, 
20001346,56, 
20001347,79, 
20001348,74, 
20001349,46, 
20001350,35, 
20001351,52, 
20001352,62, 
20001353,12, 
20001354,33, 
20001355,59, 
20001356,25, 
20001357,87, 
20001358,92, 
20001359,22, 
20001360,3, 
20001361,19, 
20001362,38, 
20001363,41, 
20001364,84, 
20001365,49, 
20001366,22, 
20001367,23, 
20001368,50, 
20001369,35, 
20001370,60, 
20001371,81, 
20001372,77, 
20001373,78, 
20001374,96, 
20001375,14, 
20001376,16, 
20001377,88, 
20001378,12, 
20001379,88, 
20001380,17, 
20001381,23, 
20001382,84, 
20001383,98, 
20001384,75, 
20001385,81, 
20001386,68, 
20001387,29, 
20001388,91, 
20001389,34, 
20001390,29, 
20001391,65, 
20001392,96, 
20001393,58, 
20001394,30, 
20001395,76, 
20001396,33, 
20001397,29, 
20001398,73, 
20001399,37, 
20001400,88, 
20001401,62, 
20001402,2, 
20001403,77, 
20001404,81, 
20001405,75, 
20001406,30, 
20001407,55, 
20001408,44, 
20001409,81, 
20001410,50, 
20001411,56, 
20001412,87, 
20001413,46, 
20001414,3, 
20001415,79, 
20001416,13, 
20001417,53, 
20001418,14, 
20001419,59, 
20001420,93, 
20001421,86, 
20001422,4, 
20001423,26, 
20001424,78, 
20001425,14, 
20001426,44, 
20001427,54, 
20001428,68, 
20001429,61, 
20001430,62, 
20001431,57, 
20001432,20, 
20001433,59, 
20001434,13, 
20001435,94, 
20001436,9, 
20001437,72, 
20001438,46, 
20001439,71, 
20001440,1, 
20001441,1, 
20001442,80, 
20001443,64, 
20001444,5, 
20001445,33, 
20001446,29, 
20001447,13, 
20001448,31, 
20001449,31, 
20001450,8, 
20001451,35, 
20001452,66, 
20001453,84, 
20001454,79, 
20001455,14, 
20001456,66, 
20001457,7, 
20001458,66, 
20001459,53, 
20001460,30, 
20001461,0, 
20001462,97, 
20001463,88, 
20001464,78, 
20001465,5, 
20001466,70, 
20001467,2, 
20001468,56, 
20001469,84, 
20001470,51, 
20001471,84, 
20001472,0, 
20001473,33, 
20001474,21, 
20001475,64, 
20001476,76, 
20001477,15, 
20001478,52, 
20001479,40, 
20001480,45, 
20001481,9, 
20001482,17, 
20001483,32, 
20001484,24, 
20001485,9, 
20001486,6, 
20001487,33, 
20001488,8, 
20001489,83, 
20001490,0, 
20001491,40, 
20001492,15, 
20001493,55, 
20001494,56, 
20001495,60, 
20001496,52, 
20001497,19, 
20001498,81, 
20001499,97, 
20001500,69, 
20001501,83, 
20001502,66, 
20001503,20, 
20001504,72, 
20001505,87, 
20001506,99, 
20001507,15, 
20001508,82, 
20001509,82, 
20001510,95, 
20001511,67, 
20001512,94, 
20001513,55, 
20001514,27, 
20001515,63, 
20001516,16, 
20001517,81, 
20001518,72, 
20001519,69, 
20001520,33, 
20001521,56, 
20001522,18, 
20001523,60, 
20001524,88, 
20001525,63, 
20001526,76, 
20001527,17, 
20001528,44, 
20001529,60, 
20001530,32, 
20001531,46, 
20001532,95, 
20001533,85, 
20001534,89, 
20001535,42, 
20001536,95, 
20001537,71, 
20001538,79, 
20001539,98, 
20001540,91, 
20001541,82, 
20001542,72, 
20001543,95, 
20001544,77, 
20001545,23, 
20001546,49, 
20001547,8, 
20001548,83, 
20001549,67, 
20001550,24, 
20001551,86, 
20001552,99, 
20001553,11, 
20001554,90, 
20001555,62, 
20001556,29, 
20001557,16, 
20001558,41, 
20001559,43, 
20001560,37, 
20001561,68, 
20001562,17, 
20001563,67, 
20001564,22, 
20001565,53, 
20001566,32, 
20001567,59, 
20001568,9, 
20001569,48, 
20001570,27, 
20001571,65, 
20001572,40, 
20001573,39, 
20001574,44, 
20001575,9, 
20001576,67, 
20001577,16, 
20001578,0, 
20001579,33, 
20001580,77, 
20001581,35, 
20001582,68, 
20001583,65, 
20001584,15, 
20001585,92, 
20001586,96, 
20001587,79, 
20001588,18, 
20001589,98, 
20001590,5, 
20001591,78, 
20001592,73, 
20001593,6, 
20001594,97, 
20001595,57, 
20001596,75, 
20001597,61, 
20001598,4, 
20001599,67, 
20001600,6, 
20001601,66, 
20001602,35, 
20001603,57, 
20001604,68, 
20001605,14, 
20001606,24, 
20001607,1, 
20001608,38, 
20001609,96, 
20001610,57, 
20001611,61, 
20001612,33, 
20001613,12, 
20001614,91, 
20001615,68, 
20001616,74, 
20001617,99, 
20001618,62, 
20001619,34, 
20001620,49, 
20001621,57, 
20001622,7, 
20001623,13, 
20001624,49, 
20001625,18, 
20001626,14, 
20001627,90, 
20001628,61, 
20001629,98, 
20001630,47, 
20001631,41, 
20001632,95, 
20001633,80, 
20001634,25, 
20001635,35, 
20001636,80, 
20001637,78, 
20001638,26, 
20001639,11, 
20001640,61, 
20001641,52, 
20001642,0, 
20001643,18, 
20001644,96, 
20001645,99, 
20001646,59, 
20001647,52, 
20001648,72, 
20001649,87, 
20001650,67, 
20001651,99, 
20001652,2, 
20001653,33, 
20001654,39, 
20001655,69, 
20001656,33, 
20001657,47, 
20001658,96, 
20001659,95, 
20001660,98, 
20001661,91, 
20001662,25, 
20001663,52, 
20001664,12, 
20001665,8, 
20001666,81, 
20001667,38, 
20001668,88, 
20001669,16, 
20001670,20, 
20001671,79, 
20001672,98, 
20001673,60, 
20001674,21, 
20001675,97, 
20001676,14, 
20001677,18, 
20001678,95, 
20001679,25, 
20001680,59, 
20001681,61, 
20001682,67, 
20001683,37, 
20001684,64, 
20001685,50, 
20001686,7, 
20001687,58, 
20001688,41, 
20001689,54, 
20001690,92, 
20001691,96, 
20001692,61, 
20001693,16, 
20001694,27, 
20001695,52, 
20001696,50, 
20001697,22, 
20001698,98, 
20001699,60, 
20001700,4, 
20001701,79, 
20001702,76, 
20001703,4, 
20001704,30, 
20001705,62, 
20001706,54, 
20001707,8, 
20001708,50, 
20001709,18, 
20001710,9, 
20001711,25, 
20001712,60, 
20001713,92, 
20001714,52, 
20001715,85, 
20001716,33, 
20001717,63, 
20001718,33, 
20001719,25, 
20001720,24, 
20001721,0, 
20001722,70, 
20001723,60, 
20001724,73, 
20001725,43, 
20001726,40, 
20001727,64, 
20001728,31, 
20001729,43, 
20001730,9, 
20001731,98, 
20001732,85, 
20001733,16, 
20001734,11, 
20001735,31, 
20001736,47, 
20001737,76, 
20001738,24, 
20001739,46, 
20001740,72, 
20001741,84, 
20001742,44, 
20001743,70, 
20001744,45, 
20001745,21, 
20001746,96, 
20001747,8, 
20001748,7, 
20001749,17, 
20001750,13, 
20001751,59, 
20001752,86, 
20001753,53, 
20001754,88, 
20001755,23, 
20001756,33, 
20001757,49, 
20001758,60, 
20001759,58, 
20001760,86, 
20001761,54, 
20001762,95, 
20001763,33, 
20001764,52, 
20001765,38, 
20001766,16, 
20001767,9, 
20001768,17, 
20001769,75, 
20001770,0, 
20001771,67, 
20001772,71, 
20001773,48, 
20001774,91, 
20001775,63, 
20001776,12, 
20001777,40, 
20001778,28, 
20001779,5, 
20001780,79, 
20001781,3, 
20001782,4, 
20001783,23, 
20001784,68, 
20001785,13, 
20001786,64, 
20001787,25, 
20001788,46, 
20001789,85, 
20001790,32, 
20001791,28, 
20001792,41, 
20001793,1, 
20001794,77, 
20001795,22, 
20001796,20, 
20001797,71, 
20001798,39, 
20001799,39, 
20001800,93, 
20001801,94, 
20001802,88, 
20001803,80, 
20001804,54, 
20001805,4, 
20001806,49, 
20001807,67, 
20001808,18, 
20001809,56, 
20001810,37, 
20001811,53, 
20001812,88, 
20001813,8, 
20001814,26, 
20001815,10, 
20001816,5, 
20001817,27, 
20001818,54, 
20001819,5, 
20001820,0, 
20001821,74, 
20001822,48, 
20001823,76, 
20001824,85, 
20001825,98, 
20001826,46, 
20001827,63, 
20001828,31, 
20001829,55, 
20001830,98, 
20001831,61, 
20001832,90, 
20001833,18, 
20001834,36, 
20001835,50, 
20001836,71, 
20001837,19, 
20001838,81, 
20001839,45, 
20001840,92, 
20001841,14, 
20001842,61, 
20001843,74, 
20001844,73, 
20001845,60, 
20001846,87, 
20001847,30, 
20001848,27, 
20001849,89, 
20001850,22, 
20001851,51, 
20001852,47, 
20001853,16, 
20001854,1, 
20001855,75, 
20001856,40, 
20001857,54, 
20001858,13, 
20001859,30, 
20001860,32, 
20001861,28, 
20001862,4, 
20001863,48, 
20001864,76, 
20001865,97, 
20001866,80, 
20001867,30, 
20001868,9, 
20001869,95, 
20001870,27, 
20001871,1, 
20001872,94, 
20001873,89, 
20001874,18, 
20001875,76, 
20001876,75, 
20001877,98, 
20001878,48, 
20001879,7, 
20001880,32, 
20001881,35, 
20001882,35, 
20001883,25, 
20001884,99, 
20001885,73, 
20001886,28, 
20001887,47, 
20001888,57, 
20001889,87, 
20001890,61, 
20001891,27, 
20001892,5, 
20001893,34, 
20001894,73, 
20001895,9, 
20001896,16, 
20001897,48, 
20001898,42, 
20001899,22, 
20001900,43, 
20001901,90, 
20001902,58, 
20001903,25, 
20001904,46, 
20001905,67, 
20001906,0, 
20001907,15, 
20001908,93, 
20001909,40, 
20001910,48, 
20001911,39, 
20001912,31, 
20001913,33, 
20001914,18, 
20001915,63, 
20001916,72, 
20001917,34, 
20001918,77, 
20001919,83, 
20001920,2, 
20001921,58, 
20001922,97, 
20001923,0, 
20001924,33, 
20001925,10, 
20001926,67, 
20001927,78, 
20001928,55, 
20001929,7, 
20001930,95, 
20001931,89, 
20001932,66, 
20001933,19, 
20001934,91, 
20001935,3, 
20001936,6, 
20001937,78, 
20001938,76, 
20001939,88, 
20001940,9, 
20001941,72, 
20001942,46, 
20001943,41, 
20001944,61, 
20001945,88, 
20001946,33, 
20001947,53, 
20001948,48, 
20001949,88, 
20001950,64, 
20001951,19, 
20001952,4, 
20001953,78, 
20001954,61, 
20001955,28, 
20001956,41, 
20001957,79, 
20001958,57, 
20001959,62, 
20001960,21, 
20001961,65, 
20001962,4, 
20001963,84, 
20001964,57, 
20001965,79, 
20001966,60, 
20001967,17, 
20001968,5, 
20001969,82, 
20001970,25, 
20001971,14, 
20001972,71, 
20001973,21, 
20001974,22, 
20001975,64, 
20001976,99, 
20001977,48, 
20001978,26, 
20001979,33, 
20001980,22, 
20001981,88, 
20001982,8, 
20001983,73, 
20001984,90, 
20001985,18, 
20001986,88, 
20001987,19, 
20001988,29, 
20001989,70, 
20001990,83, 
20001991,97, 
20001992,80, 
20001993,25, 
20001994,13, 
20001995,27, 
20001996,66, 
20001997,13, 
20001998,65, 
20001999,37, 
20002000,40, 
20002001,60, 
20002002,57, 
20002003,88, 
20002004,94, 
20002005,43, 
20002006,55, 
20002007,82, 
20002008,1, 
20002009,93, 
20002010,2, 
20002011,36, 
20002012,50, 
20002013,50, 
20002014,95, 
20002015,12, 
20002016,2, 
20002017,71, 
20002018,74, 
20002019,11, 
20002020,2, 
20002021,71, 
20002022,58, 
20002023,49, 
20002024,51, 
20002025,13, 
20002026,72, 
20002027,85, 
20002028,88, 
20002029,80, 
20002030,74, 
20002031,51, 
20002032,35, 
20002033,12, 
20002034,50, 
20002035,12, 
20002036,70, 
20002037,58, 
20002038,53, 
20002039,17, 
20002040,79, 
20002041,92, 
20002042,62, 
20002043,61, 
20002044,87, 
20002045,41, 
20002046,28, 
20002047,24, 
20002048,27, 
20002049,64, 
20002050,36, 
20002051,42, 
20002052,50, 
20002053,34, 
20002054,8, 
20002055,78, 
20002056,0, 
20002057,5, 
20002058,16, 
20002059,79, 
20002060,95, 
20002061,31, 
20002062,86, 
20002063,99, 
20002064,20, 
20002065,73, 
20002066,93, 
20002067,38, 
20002068,52, 
20002069,59, 
20002070,74, 
20002071,6, 
20002072,19, 
20002073,39, 
20002074,43, 
20002075,12, 
20002076,76, 
20002077,21, 
20002078,77, 
20002079,65, 
20002080,51, 
20002081,51, 
20002082,72, 
20002083,39, 
20002084,82, 
20002085,23, 
20002086,35, 
20002087,58, 
20002088,51, 
20002089,41, 
20002090,75, 
20002091,9, 
20002092,27, 
20002093,9, 
20002094,58, 
20002095,69, 
20002096,43, 
20002097,96, 
20002098,27, 
20002099,3, 
20002100,83, 
20002101,66, 
20002102,45, 
20002103,64, 
20002104,13, 
20002105,7, 
20002106,3, 
20002107,68, 
20002108,81, 
20002109,19, 
20002110,87, 
20002111,83, 
20002112,14, 
20002113,77, 
20002114,13, 
20002115,74, 
20002116,97, 
20002117,46, 
20002118,81, 
20002119,26, 
20002120,51, 
20002121,39, 
20002122,54, 
20002123,34, 
20002124,52, 
20002125,53, 
20002126,51, 
20002127,8, 
20002128,61, 
20002129,52, 
20002130,51, 
20002131,61, 
20002132,24, 
20002133,70, 
20002134,65, 
20002135,84, 
20002136,15, 
20002137,63, 
20002138,0, 
20002139,98, 
20002140,19, 
20002141,75, 
20002142,15, 
20002143,8, 
20002144,51, 
20002145,6, 
20002146,6, 
20002147,28, 
20002148,98, 
20002149,3, 
20002150,29, 
20002151,44, 
20002152,43, 
20002153,12, 
20002154,10, 
20002155,34, 
20002156,90, 
20002157,98, 
20002158,37, 
20002159,43, 
20002160,71, 
20002161,84, 
20002162,11, 
20002163,6, 
20002164,94, 
20002165,27, 
20002166,54, 
20002167,2, 
20002168,72, 
20002169,56, 
20002170,3, 
20002171,49, 
20002172,39, 
20002173,56, 
20002174,90, 
20002175,31, 
20002176,3, 
20002177,34, 
20002178,73, 
20002179,83, 
20002180,95, 
20002181,4, 
20002182,46, 
20002183,50, 
20002184,72, 
20002185,82, 
20002186,58, 
20002187,36, 
20002188,6, 
20002189,51, 
20002190,60, 
20002191,53, 
20002192,26, 
20002193,1, 
20002194,6, 
20002195,62, 
20002196,61, 
20002197,42, 
20002198,65, 
20002199,40, 
20002200,3, 
20002201,52, 
20002202,36, 
20002203,48, 
20002204,84, 
20002205,69, 
20002206,2, 
20002207,35, 
20002208,49, 
20002209,25, 
20002210,8, 
20002211,46, 
20002212,7, 
20002213,97, 
20002214,61, 
20002215,12, 
20002216,98, 
20002217,58, 
20002218,8, 
20002219,85, 
20002220,81, 
20002221,87, 
20002222,11, 
